0,1,accuracy,macro avg,weighted avg
0.0,0.6150234741784038,0.6150234741784038,0.3075117370892019,0.3782538737904737
0.0,1.0,0.6150234741784038,0.5,0.6150234741784038
0.0,0.7616279069767442,0.6150234741784038,0.3808139534883721,0.46841904138006335
164.0,262.0,0.6150234741784038,426.0,426.0
